ball,1,3.5,Kings XI Punjab,SE Marsh,M Vohra,CH Morris,0,0,,,,,,"","",3.5,,,,
ball,1,3.6,Kings XI Punjab,SE Marsh,M Vohra,CH Morris,1,0,,,,,,"","",3.6,,,,
ball,1,4.1,Kings XI Punjab,SE Marsh,M Vohra,Z Khan,2,0,,,,,,"","",4.1,,,,
ball,1,4.2,Kings XI Punjab,SE Marsh,M Vohra,Z Khan,0,0,,,,,,"","",4.2,,,,
ball,1,4.3,Kings XI Punjab,SE Marsh,M Vohra,Z Khan,0,0,,,,,,"","",4.3,,,,
ball,1,4.4,Kings XI Punjab,SE Marsh,M Vohra,Z Khan,4,0,,,,,,"","",4.4,,,,
ball,1,4.5,Kings XI Punjab,SE Marsh,M Vohra,Z Khan,0,0,,,,,,"","",4.5,,,,
ball,1,4.6,Kings XI Punjab,SE Marsh,M Vohra,Z Khan,0,0,,,,,,"","",4.6,,,,
ball,1,5.1,Kings XI Punjab,M Vohra,SE Marsh,CR Brathwaite,4,0,,,,,,"","",5.1,,,,
ball,1,5.2,Kings XI Punjab,M Vohra,SE Marsh,CR Brathwaite,1,0,,,,,,"","",5.2,,,,
ball,1,5.3,Kings XI Punjab,SE Marsh,M Vohra,CR Brathwaite,1,0,,,,,,"","",5.3,,,,
ball,1,5.4,Kings XI Punjab,M Vohra,SE Marsh,CR Brathwaite,4,0,,,,,,"","",5.4,,,,
ball,1,5.5,Kings XI Punjab,M Vohra,SE Marsh,CR Brathwaite,4,0,,,,,,"","",5.5,,,,
ball,1,5.6,Kings XI Punjab,M Vohra,SE Marsh,CR Brathwaite,0,0,,,,,,"","",5.6,,,,
ball,1,6.1,Kings XI Punjab,SE Marsh,M Vohra,A Mishra,0,0,,,,,,stumped,SE Marsh,6.1,,Q de Kock,,
ball,1,6.2,Kings XI Punjab,DA Miller,M Vohra,A Mishra,0,0,,,,,,"","",6.2,,,,
ball,1,6.3,Kings XI Punjab,DA Miller,M Vohra,A Mishra,4,0,,,,,,"","",6.3,,,,
ball,1,6.4,Kings XI Punjab,DA Miller,M Vohra,A Mishra,0,0,,,,,,"","",6.4,,,,
ball,1,6.5,Kings XI Punjab,DA Miller,M Vohra,A Mishra,2,0,,,,,,"","",6.5,,,,
ball,1,6.6,Kings XI Punjab,DA Miller,M Vohra,A Mishra,2,0,,,,,,"","",6.6,,,,
ball,1,7.1,Kings XI Punjab,M Vohra,DA Miller,CH Morris,0,0,,,,,,"","",7.1,,,,
ball,1,7.2,Kings XI Punjab,M Vohra,DA Miller,CH Morris,1,0,,,,,,"","",7.2,,,,
ball,1,7.3,Kings XI Punjab,DA Miller,M Vohra,CH Morris,0,0,,,,,,"","",7.3,,,,
ball,1,7.4,Kings XI Punjab,DA Miller,M Vohra,CH Morris,0,1,1,,,,,"","",7.4,,,,
ball,1,7.5,Kings XI Punjab,DA Miller,M Vohra,CH Morris,0,0,,,,,,"","",7.4,,,,
ball,1,7.6,Kings XI Punjab,DA Miller,M Vohra,CH Morris,1,0,,,,,,"","",7.5,,,,
ball,1,7.7,Kings XI Punjab,M Vohra,DA Miller,CH Morris,4,0,,,,,,"","",7.6,,,,
ball,1,8.1,Kings XI Punjab,DA Miller,M Vohra,A Mishra,0,0,,,,,,lbw,DA Miller,8.1,,,,
ball,1,8.2,Kings XI Punjab,GJ Maxwell,M Vohra,A Mishra,0,0,,,,,,"","",8.2,,,,
ball,1,8.3,Kings XI Punjab,GJ Maxwell,M Vohra,A Mishra,0,0,,,,,,"","",8.3,,,,
ball,1,8.4,Kings XI Punjab,GJ Maxwell,M Vohra,A Mishra,0,0,,,,,,caught,GJ Maxwell,8.4,,CR Brathwaite,,
ball,1,8.5,Kings XI Punjab,M Vohra,AR Patel,A Mishra,0,1,1,,,,,"","",8.5,,,,
ball,1,8.6,Kings XI Punjab,M Vohra,AR Patel,A Mishra,1,0,,,,,,"","",8.5,,,,
ball,1,8.7,Kings XI Punjab,AR Patel,M Vohra,A Mishra,0,0,,,,,,"","",8.6,,,,
ball,1,9.1,Kings XI Punjab,M Vohra,AR Patel,J Yadav,0,0,,,,,,"","",9.1,,,,
ball,1,9.2,Kings XI Punjab,M Vohra,AR Patel,J Yadav,2,0,,,,,,"","",9.2,,,,
ball,1,9.3,Kings XI Punjab,M Vohra,AR Patel,J Yadav,1,0,,,,,,"","",9.3,,,,
ball,1,9.4,Kings XI Punjab,AR Patel,M Vohra,J Yadav,0,0,,,,,,"","",9.4,,,,
ball,1,9.5,Kings XI Punjab,AR Patel,M Vohra,J Yadav,0,0,,,,,,"","",9.5,,,,
ball,1,9.6,Kings XI Punjab,AR Patel,M Vohra,J Yadav,1,0,,,,,,"","",9.6,,,,
ball,1,10.1,Kings XI Punjab,AR Patel,M Vohra,A Mishra,0,0,,,,,,"","",10.1,,,,
ball,1,10.2,Kings XI Punjab,AR Patel,M Vohra,A Mishra,0,0,,,,,,"","",10.2,,,,
ball,1,10.3,Kings XI Punjab,AR Patel,M Vohra,A Mishra,1,0,,,,,,"","",10.3,,,,
ball,1,10.4,Kings XI Punjab,M Vohra,AR Patel,A Mishra,0,0,,,,,,bowled,M Vohra,10.4,,,,
ball,1,10.5,Kings XI Punjab,WP Saha,AR Patel,A Mishra,0,0,,,,,,"","",10.5,,,,
ball,1,10.6,Kings XI Punjab,WP Saha,AR Patel,A Mishra,0,0,,,,,,"","",10.6,,,,
ball,1,11.1,Kings XI Punjab,AR Patel,WP Saha,J Yadav,1,0,,,,,,"","",11.1,,,,
ball,1,11.2,Kings XI Punjab,WP Saha,AR Patel,J Yadav,1,0,,,,,,"","",11.2,,,,
ball,1,11.3,Kings XI Punjab,AR Patel,WP Saha,J Yadav,1,0,,,,,,"","",11.3,,,,
ball,1,11.4,Kings XI Punjab,WP Saha,AR Patel,J Yadav,0,0,,,,,,"","",11.4,,,,
ball,1,11.5,Kings XI Punjab,WP Saha,AR Patel,J Yadav,1,0,,,,,,"","",11.5,,,,
ball,1,11.6,Kings XI Punjab,AR Patel,WP Saha,J Yadav,0,0,,,,,,"","",11.6,,,,
ball,1,12.1,Kings XI Punjab,WP Saha,AR Patel,CR Brathwaite,1,0,,,,,,"","",12.1,,,,
ball,1,12.2,Kings XI Punjab,AR Patel,WP Saha,CR Brathwaite,0,0,,,,,,"","",12.2,,,,
ball,1,12.3,Kings XI Punjab,AR Patel,WP Saha,CR Brathwaite,0,0,,,,,,"","",12.3,,,,
ball,1,12.4,Kings XI Punjab,AR Patel,WP Saha,CR Brathwaite,0,0,,,,,,"","",12.4,,,,
ball,1,12.5,Kings XI Punjab,AR Patel,WP Saha,CR Brathwaite,1,0,,,,,,"","",12.5,,,,
ball,1,12.6,Kings XI Punjab,WP Saha,AR Patel,CR Brathwaite,0,0,,,,,,run out,WP Saha,12.6,,JP Duminy,,
ball,1,13.1,Kings XI Punjab,AR Patel,MG Johnson,J Yadav,1,0,,,,,,"","",13.1,,,,
ball,1,13.2,Kings XI Punjab,MG Johnson,AR Patel,J Yadav,0,0,,,,,,"","",13.2,,,,
ball,1,13.3,Kings XI Punjab,MG Johnson,AR Patel,J Yadav,2,0,,,,,,"","",13.3,,,,
ball,1,13.4,Kings XI Punjab,MG Johnson,AR Patel,J Yadav,0,0,,,,,,"","",13.4,,,,
ball,1,13.5,Kings XI Punjab,MG Johnson,AR Patel,J Yadav,0,0,,,,,,"","",13.5,,,,
ball,1,13.6,Kings XI Punjab,MG Johnson,AR Patel,J Yadav,0,0,,,,,,"","",13.6,,,,
ball,1,14.1,Kings XI Punjab,AR Patel,MG Johnson,CR Brathwaite,0,0,,,,,,"","",14.1,,,,
ball,1,14.2,Kings XI Punjab,AR Patel,MG Johnson,CR Brathwaite,0,0,,,,,,"","",14.2,,,,
ball,1,14.3,Kings XI Punjab,AR Patel,MG Johnson,CR Brathwaite,4,0,,,,,,"","",14.3,,,,
ball,1,14.4,Kings XI Punjab,AR Patel,MG Johnson,CR Brathwaite,0,0,,,,,,"","",14.4,,,,
ball,1,14.5,Kings XI Punjab,AR Patel,MG Johnson,CR Brathwaite,0,0,,,,,,"","",14.5,,,,
ball,1,14.6,Kings XI Punjab,AR Patel,MG Johnson,CR Brathwaite,1,0,,,,,,"","",14.6,,,,
ball,1,15.1,Kings XI Punjab,AR Patel,MG Johnson,J Yadav,0,0,,,,,,caught,AR Patel,15.1,,P Negi,,
ball,1,15.2,Kings XI Punjab,MM Sharma,MG Johnson,J Yadav,0,0,,,,,,"","",15.2,,,,
ball,1,15.3,Kings XI Punjab,MM Sharma,MG Johnson,J Yadav,6,0,,,,,,"","",15.3,,,,
ball,1,15.4,Kings XI Punjab,MM Sharma,MG Johnson,J Yadav,0,1,1,,,,,"","",15.4,,,,
ball,1,15.5,Kings XI Punjab,MM Sharma,MG Johnson,J Yadav,4,0,,,,,,"","",15.4,,,,
ball,1,15.6,Kings XI Punjab,MM Sharma,MG Johnson,J Yadav,0,0,,,,,,"","",15.5,,,,
ball,1,15.7,Kings XI Punjab,MM Sharma,MG Johnson,J Yadav,1,0,,,,,,"","",15.6,,,,
ball,1,16.1,Kings XI Punjab,MM Sharma,MG Johnson,CH Morris,1,0,,,,,,"","",16.1,,,,
ball,1,16.2,Kings XI Punjab,MG Johnson,MM Sharma,CH Morris,0,0,,,,,,"","",16.2,,,,
ball,1,16.3,Kings XI Punjab,MG Johnson,MM Sharma,CH Morris,0,1,,,,1,,"","",16.3,,,,
ball,1,16.4,Kings XI Punjab,MM Sharma,MG Johnson,CH Morris,3,0,,,,,,"","",16.4,,,,
ball,1,16.5,Kings XI Punjab,MG Johnson,MM Sharma,CH Morris,0,0,,,,,,"","",16.5,,,,
ball,1,16.6,Kings XI Punjab,MG Johnson,MM Sharma,CH Morris,0,0,,,,,,"","",16.6,,,,
ball,1,17.1,Kings XI Punjab,MM Sharma,MG Johnson,Z Khan,0,0,,,,,,caught,MM Sharma,17.1,,CH Morris,,
ball,1,17.2,Kings XI Punjab,MG Johnson,P Sahu,Z Khan,1,0,,,,,,"","",17.2,,,,
ball,1,17.3,Kings XI Punjab,P Sahu,MG Johnson,Z Khan,0,0,,,,,,"","",17.3,,,,
ball,1,17.4,Kings XI Punjab,P Sahu,MG Johnson,Z Khan,4,0,,,,,,"","",17.4,,,,
ball,1,17.5,Kings XI Punjab,P Sahu,MG Johnson,Z Khan,0,0,,,,,,"","",17.5,,,,
ball,1,17.6,Kings XI Punjab,P Sahu,MG Johnson,Z Khan,1,0,,,,,,"","",17.6,,,,
ball,1,18.1,Kings XI Punjab,P Sahu,MG Johnson,CH Morris,0,0,,,,,,"","",18.1,,,,
ball,1,18.2,Kings XI Punjab,P Sahu,MG Johnson,CH Morris,1,0,,,,,,"","",18.2,,,,
ball,1,18.3,Kings XI Punjab,MG Johnson,P Sahu,CH Morris,1,0,,,,,,"","",18.3,,,,
ball,1,18.4,Kings XI Punjab,P Sahu,MG Johnson,CH Morris,1,0,,,,,,"","",18.4,,,,
ball,1,18.5,Kings XI Punjab,MG Johnson,P Sahu,CH Morris,0,0,,,,,,bowled,MG Johnson,18.5,,,,
ball,1,18.6,Kings XI Punjab,Sandeep Sharma,P Sahu,CH Morris,0,0,,,,,,"","",18.6,,,,
ball,1,19.1,Kings XI Punjab,P Sahu,Sandeep Sharma,CR Brathwaite,2,0,,,,,,"","",19.1,,,,
ball,1,19.2,Kings XI Punjab,P Sahu,Sandeep Sharma,CR Brathwaite,6,0,,,,,,"","",19.2,,,,
ball,1,19.3,Kings XI Punjab,P Sahu,Sandeep Sharma,CR Brathwaite,2,0,,,,,,"","",19.3,,,,
ball,1,19.4,Kings XI Punjab,P Sahu,Sandeep Sharma,CR Brathwaite,1,0,,,,,,"","",19.4,,,,
ball,1,19.5,Kings XI Punjab,Sandeep Sharma,P Sahu,CR Brathwaite,1,0,,,,,,"","",19.5,,,,
ball,1,19.6,Kings XI Punjab,P Sahu,Sandeep Sharma,CR Brathwaite,0,0,,,,,,"","",19.6,,,,
ball,2,0.1,Delhi Daredevils,Q de Kock,SS Iyer,Sandeep Sharma,0,0,,,,,,"","",0.1,,,,
ball,2,0.2,Delhi Daredevils,Q de Kock,SS Iyer,Sandeep Sharma,0,0,,,,,,"","",0.2,,,,
ball,2,0.3,Delhi Daredevils,Q de Kock,SS Iyer,Sandeep Sharma,1,0,,,,,,"","",0.3,,,,
ball,2,0.4,Delhi Daredevils,SS Iyer,Q de Kock,Sandeep Sharma,1,0,,,,,,"","",0.4,,,,
ball,2,0.5,Delhi Daredevils,Q de Kock,SS Iyer,Sandeep Sharma,4,0,,,,,,"","",0.5,,,,
ball,2,0.6,Delhi Daredevils,Q de Kock,SS Iyer,Sandeep Sharma,0,0,,,,,,"","",0.6,,,,
ball,2,1.1,Delhi Daredevils,SS Iyer,Q de Kock,MG Johnson,0,0,,,,,,"","",1.1,,,,
ball,2,1.2,Delhi Daredevils,SS Iyer,Q de Kock,MG Johnson,1,0,,,,,,"","",1.2,,,,
ball,2,1.3,Delhi Daredevils,Q de Kock,SS Iyer,MG Johnson,0,0,,,,,,"","",1.3,,,,
ball,2,1.4,Delhi Daredevils,Q de Kock,SS Iyer,MG Johnson,0,0,,,,,,"","",1.4,,,,
ball,2,1.5,Delhi Daredevils,Q de Kock,SS Iyer,MG Johnson,1,0,,,,,,"","",1.5,,,,
ball,2,1.6,Delhi Daredevils,SS Iyer,Q de Kock,MG Johnson,1,0,,,,,,"","",1.6,,,,
ball,2,2.1,Delhi Daredevils,SS Iyer,Q de Kock,Sandeep Sharma,0,0,,,,,,caught,SS Iyer,2.1,,WP Saha,,
ball,2,2.2,Delhi Daredevils,SV Samson,Q de Kock,Sandeep Sharma,0,0,,,,,,"","",2.2,,,,
ball,2,2.3,Delhi Daredevils,SV Samson,Q de Kock,Sandeep Sharma,0,0,,,,,,"","",2.3,,,,
ball,2,2.4,Delhi Daredevils,SV Samson,Q de Kock,Sandeep Sharma,0,0,,,,,,"","",2.4,,,,
ball,2,2.5,Delhi Daredevils,SV Samson,Q de Kock,Sandeep Sharma,0,0,,,,,,"","",2.5,,,,
ball,2,2.6,Delhi Daredevils,SV Samson,Q de Kock,Sandeep Sharma,0,0,,,,,,"","",2.6,,,,
ball,2,3.1,Delhi Daredevils,Q de Kock,SV Samson,MM Sharma,1,0,,,,,,"","",3.1,,,,
ball,2,3.2,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,0,0,,,,,,"","",3.2,,,,
ball,2,3.3,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,0,0,,,,,,"","",3.3,,,,
ball,2,3.4,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,0,0,,,,,,"","",3.4,,,,
ball,2,3.5,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,2,0,,,,,,"","",3.5,,,,
ball,2,3.6,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,0,0,,,,,,"","",3.6,,,,
ball,2,4.1,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,0,0,,,,,,"","",4.1,,,,
ball,2,4.2,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,0,1,,,,1,,"","",4.2,,,,
ball,2,4.3,Delhi Daredevils,SV Samson,Q de Kock,AR Patel,1,0,,,,,,"","",4.3,,,,
ball,2,4.4,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,2,0,,,,,,"","",4.4,,,,
ball,2,4.5,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,0,0,,,,,,"","",4.5,,,,
ball,2,4.6,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,4,0,,,,,,"","",4.6,,,,
ball,2,5.1,Delhi Daredevils,SV Samson,Q de Kock,MG Johnson,1,0,,,,,,"","",5.1,,,,
ball,2,5.2,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,1,0,,,,,,"","",5.2,,,,
ball,2,5.3,Delhi Daredevils,SV Samson,Q de Kock,MG Johnson,1,0,,,,,,"","",5.3,,,,
ball,2,5.4,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,4,0,,,,,,"","",5.4,,,,
ball,2,5.5,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,0,0,,,,,,"","",5.5,,,,
ball,2,5.6,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,1,0,,,,,,"","",5.6,,,,
ball,2,6.1,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,1,0,,,,,,"","",6.1,,,,
ball,2,6.2,Delhi Daredevils,SV Samson,Q de Kock,P Sahu,1,0,,,,,,"","",6.2,,,,
ball,2,6.3,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,2,0,,,,,,"","",6.3,,,,
ball,2,6.4,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,0,0,,,,,,"","",6.4,,,,
ball,2,6.5,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,0,1,1,,,,,"","",6.5,,,,
ball,2,6.6,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,0,4,,,4,,,"","",6.5,,,,
ball,2,6.7,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,1,0,,,,,,"","",6.6,,,,
ball,2,7.1,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,4,0,,,,,,"","",7.1,,,,
ball,2,7.2,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,0,0,,,,,,"","",7.2,,,,
ball,2,7.3,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,4,0,,,,,,"","",7.3,,,,
ball,2,7.4,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,0,0,,,,,,"","",7.4,,,,
ball,2,7.5,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,0,0,,,,,,"","",7.5,,,,
ball,2,7.6,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,4,0,,,,,,"","",7.6,,,,
ball,2,8.1,Delhi Daredevils,SV Samson,Q de Kock,P Sahu,0,0,,,,,,"","",8.1,,,,
ball,2,8.2,Delhi Daredevils,SV Samson,Q de Kock,P Sahu,2,0,,,,,,"","",8.2,,,,
ball,2,8.3,Delhi Daredevils,SV Samson,Q de Kock,P Sahu,0,0,,,,,,"","",8.3,,,,
ball,2,8.4,Delhi Daredevils,SV Samson,Q de Kock,P Sahu,1,0,,,,,,"","",8.4,,,,
ball,2,8.5,Delhi Daredevils,Q de Kock,SV Samson,P Sahu,1,0,,,,,,"","",8.5,,,,
ball,2,8.6,Delhi Daredevils,SV Samson,Q de Kock,P Sahu,6,0,,,,,,"","",8.6,,,,
ball,2,9.1,Delhi Daredevils,Q de Kock,SV Samson,MM Sharma,1,0,,,,,,"","",9.1,,,,
ball,2,9.2,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,0,1,1,,,,,"","",9.2,,,,
ball,2,9.3,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,4,0,,,,,,"","",9.2,,,,
ball,2,9.4,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,1,0,,,,,,"","",9.3,,,,
ball,2,9.5,Delhi Daredevils,Q de Kock,SV Samson,MM Sharma,0,0,,,,,,"","",9.4,,,,
ball,2,9.6,Delhi Daredevils,Q de Kock,SV Samson,MM Sharma,0,1,,,,1,,"","",9.5,,,,
ball,2,9.7,Delhi Daredevils,SV Samson,Q de Kock,MM Sharma,0,0,,,,,,"","",9.6,,,,
ball,2,10.1,Delhi Daredevils,Q de Kock,SV Samson,GJ Maxwell,0,2,2,,,,,"","",10.1,,,,
ball,2,10.2,Delhi Daredevils,SV Samson,Q de Kock,GJ Maxwell,4,0,,,,,,"","",10.1,,,,
ball,2,10.3,Delhi Daredevils,SV Samson,Q de Kock,GJ Maxwell,4,0,,,,,,"","",10.2,,,,
ball,2,10.4,Delhi Daredevils,SV Samson,Q de Kock,GJ Maxwell,0,0,,,,,,"","",10.3,,,,
ball,2,10.5,Delhi Daredevils,SV Samson,Q de Kock,GJ Maxwell,0,0,,,,,,"","",10.4,,,,
ball,2,10.6,Delhi Daredevils,SV Samson,Q de Kock,GJ Maxwell,1,0,,,,,,"","",10.5,,,,
ball,2,10.7,Delhi Daredevils,Q de Kock,SV Samson,GJ Maxwell,0,0,,,,,,"","",10.6,,,,
ball,2,11.1,Delhi Daredevils,SV Samson,Q de Kock,MG Johnson,1,0,,,,,,"","",11.1,,,,
ball,2,11.2,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,4,0,,,,,,"","",11.2,,,,
ball,2,11.3,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,4,0,,,,,,"","",11.3,,,,
ball,2,11.4,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,1,0,,,,,,"","",11.4,,,,
ball,2,11.5,Delhi Daredevils,SV Samson,Q de Kock,MG Johnson,1,0,,,,,,"","",11.5,,,,
ball,2,11.6,Delhi Daredevils,Q de Kock,SV Samson,MG Johnson,6,0,,,,,,"","",11.6,,,,
ball,2,12.1,Delhi Daredevils,SV Samson,Q de Kock,AR Patel,1,0,,,,,,"","",12.1,,,,
ball,2,12.2,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,1,0,,,,,,"","",12.2,,,,
ball,2,12.3,Delhi Daredevils,SV Samson,Q de Kock,AR Patel,1,0,,,,,,"","",12.3,,,,
ball,2,12.4,Delhi Daredevils,Q de Kock,SV Samson,AR Patel,1,0,,,,,,"","",12.4,,,,
ball,2,12.5,Delhi Daredevils,SV Samson,Q de Kock,AR Patel,0,0,,,,,,bowled,SV Samson,12.5,,,,
ball,2,12.6,Delhi Daredevils,P Negi,Q de Kock,AR Patel,2,0,,,,,,"","",12.6,,,,
ball,2,13.1,Delhi Daredevils,Q de Kock,P Negi,P Sahu,4,0,,,,,,"","",13.1,,,,
ball,2,13.2,Delhi Daredevils,Q de Kock,P Negi,P Sahu,1,0,,,,,,"","",13.2,,,,
ball,2,13.3,Delhi Daredevils,P Negi,Q de Kock,P Sahu,6,0,,,,,,"","",13.3,,,,
